2026-05-07 22:54:35,635 | INFO     | __init__:1050 | Created dataset directories at C:\Users\amork\Desktop\data\manifest-1600709154662\CRISP-ML(Q)\data\classification_dataset
2026-05-07 22:54:36,295 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,295 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,295 | INFO     | run:1253 | Processing patient LIDC-IDRI-0382...
2026-05-07 22:54:36,296 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0382...
2026-05-07 22:54:36,296 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,297 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,297 | INFO     | run:1253 | Processing patient LIDC-IDRI-0383...
2026-05-07 22:54:36,298 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0383...
2026-05-07 22:54:36,298 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,298 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,298 | INFO     | run:1253 | Processing patient LIDC-IDRI-0384...
2026-05-07 22:54:36,299 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0384...
2026-05-07 22:54:36,299 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,299 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,299 | INFO     | run:1253 | Processing patient LIDC-IDRI-0385...
2026-05-07 22:54:36,300 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0385...
2026-05-07 22:54:36,300 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,301 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,301 | INFO     | run:1253 | Processing patient LIDC-IDRI-0386...
2026-05-07 22:54:36,302 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0386...
2026-05-07 22:54:36,302 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,302 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,302 | INFO     | run:1253 | Processing patient LIDC-IDRI-0387...
2026-05-07 22:54:36,304 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0387...
2026-05-07 22:54:36,305 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,305 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,305 | INFO     | run:1253 | Processing patient LIDC-IDRI-0388...
2026-05-07 22:54:36,306 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0388...
2026-05-07 22:54:36,306 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,306 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,307 | INFO     | run:1253 | Processing patient LIDC-IDRI-0389...
2026-05-07 22:54:36,307 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0389...
2026-05-07 22:54:36,307 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,308 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,308 | INFO     | run:1253 | Processing patient LIDC-IDRI-0390...
2026-05-07 22:54:36,308 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0390...
2026-05-07 22:54:36,309 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,309 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,309 | INFO     | run:1253 | Processing patient LIDC-IDRI-0391...
2026-05-07 22:54:36,310 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0391...
2026-05-07 22:54:36,310 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,310 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,310 | INFO     | run:1253 | Processing patient LIDC-IDRI-0392...
2026-05-07 22:54:36,311 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0392...
2026-05-07 22:54:36,311 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,312 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,312 | INFO     | run:1253 | Processing patient LIDC-IDRI-0393...
2026-05-07 22:54:36,313 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0393...
2026-05-07 22:54:36,313 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,313 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,313 | INFO     | run:1253 | Processing patient LIDC-IDRI-0394...
2026-05-07 22:54:36,314 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0394...
2026-05-07 22:54:36,314 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,314 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,314 | INFO     | run:1253 | Processing patient LIDC-IDRI-0395...
2026-05-07 22:54:36,316 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0395...
2026-05-07 22:54:36,316 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,316 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,316 | INFO     | run:1253 | Processing patient LIDC-IDRI-0396...
2026-05-07 22:54:36,317 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0396...
2026-05-07 22:54:36,318 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,318 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,318 | INFO     | run:1253 | Processing patient LIDC-IDRI-0397...
2026-05-07 22:54:36,319 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0397...
2026-05-07 22:54:36,319 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,319 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,319 | INFO     | run:1253 | Processing patient LIDC-IDRI-0398...
2026-05-07 22:54:36,320 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0398...
2026-05-07 22:54:36,320 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,320 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,320 | INFO     | run:1253 | Processing patient LIDC-IDRI-0399...
2026-05-07 22:54:36,321 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0399...
2026-05-07 22:54:36,321 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,321 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,321 | INFO     | run:1253 | Processing patient LIDC-IDRI-0400...
2026-05-07 22:54:36,322 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0400...
2026-05-07 22:54:36,322 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,323 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,323 | INFO     | run:1253 | Processing patient LIDC-IDRI-0401...
2026-05-07 22:54:36,324 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0401...
2026-05-07 22:54:36,324 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,325 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,325 | INFO     | run:1253 | Processing patient LIDC-IDRI-0402...
2026-05-07 22:54:36,326 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0402...
2026-05-07 22:54:36,326 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,326 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,326 | INFO     | run:1253 | Processing patient LIDC-IDRI-0403...
2026-05-07 22:54:36,327 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0403...
2026-05-07 22:54:36,327 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,327 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,327 | INFO     | run:1253 | Processing patient LIDC-IDRI-0404...
2026-05-07 22:54:36,329 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0404...
2026-05-07 22:54:36,329 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,329 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,329 | INFO     | run:1253 | Processing patient LIDC-IDRI-0405...
2026-05-07 22:54:36,330 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0405...
2026-05-07 22:54:36,331 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,331 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,331 | INFO     | run:1253 | Processing patient LIDC-IDRI-0406...
2026-05-07 22:54:36,332 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0406...
2026-05-07 22:54:36,332 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,332 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,332 | INFO     | run:1253 | Processing patient LIDC-IDRI-0407...
2026-05-07 22:54:36,334 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0407...
2026-05-07 22:54:36,334 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,334 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,334 | INFO     | run:1253 | Processing patient LIDC-IDRI-0408...
2026-05-07 22:54:36,335 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0408...
2026-05-07 22:54:36,335 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,335 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,335 | INFO     | run:1253 | Processing patient LIDC-IDRI-0409...
2026-05-07 22:54:36,336 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0409...
2026-05-07 22:54:36,336 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,337 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,337 | INFO     | run:1253 | Processing patient LIDC-IDRI-0410...
2026-05-07 22:54:36,338 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0410...
2026-05-07 22:54:36,339 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,339 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,339 | INFO     | run:1253 | Processing patient LIDC-IDRI-0411...
2026-05-07 22:54:36,340 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0411...
2026-05-07 22:54:36,340 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,340 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,340 | INFO     | run:1253 | Processing patient LIDC-IDRI-0412...
2026-05-07 22:54:36,342 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0412...
2026-05-07 22:54:36,342 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,342 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,342 | INFO     | run:1253 | Processing patient LIDC-IDRI-0413...
2026-05-07 22:54:36,343 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0413...
2026-05-07 22:54:36,343 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,344 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,344 | INFO     | run:1253 | Processing patient LIDC-IDRI-0414...
2026-05-07 22:54:36,345 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0414...
2026-05-07 22:54:36,345 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,345 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,345 | INFO     | run:1253 | Processing patient LIDC-IDRI-0415...
2026-05-07 22:54:36,346 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0415...
2026-05-07 22:54:36,346 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,346 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,346 | INFO     | run:1253 | Processing patient LIDC-IDRI-0416...
2026-05-07 22:54:36,347 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0416...
2026-05-07 22:54:36,348 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,348 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,348 | INFO     | run:1253 | Processing patient LIDC-IDRI-0417...
2026-05-07 22:54:36,349 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0417...
2026-05-07 22:54:36,349 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,350 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,350 | INFO     | run:1253 | Processing patient LIDC-IDRI-0418...
2026-05-07 22:54:36,350 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0418...
2026-05-07 22:54:36,351 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,351 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,351 | INFO     | run:1253 | Processing patient LIDC-IDRI-0419...
2026-05-07 22:54:36,352 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0419...
2026-05-07 22:54:36,352 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,352 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,352 | INFO     | run:1253 | Processing patient LIDC-IDRI-0420...
2026-05-07 22:54:36,353 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0420...
2026-05-07 22:54:36,353 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,353 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,354 | INFO     | run:1253 | Processing patient LIDC-IDRI-0421...
2026-05-07 22:54:36,354 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0421...
2026-05-07 22:54:36,354 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,355 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,355 | INFO     | run:1253 | Processing patient LIDC-IDRI-0422...
2026-05-07 22:54:36,355 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0422...
2026-05-07 22:54:36,355 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,356 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,356 | INFO     | run:1253 | Processing patient LIDC-IDRI-0423...
2026-05-07 22:54:36,356 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0423...
2026-05-07 22:54:36,357 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,357 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,357 | INFO     | run:1253 | Processing patient LIDC-IDRI-0424...
2026-05-07 22:54:36,357 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0424...
2026-05-07 22:54:36,358 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,358 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,358 | INFO     | run:1253 | Processing patient LIDC-IDRI-0425...
2026-05-07 22:54:36,358 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0425...
2026-05-07 22:54:36,359 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,359 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,359 | INFO     | run:1253 | Processing patient LIDC-IDRI-0426...
2026-05-07 22:54:36,360 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0426...
2026-05-07 22:54:36,360 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,361 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,361 | INFO     | run:1253 | Processing patient LIDC-IDRI-0427...
2026-05-07 22:54:36,362 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0427...
2026-05-07 22:54:36,362 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,362 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,362 | INFO     | run:1253 | Processing patient LIDC-IDRI-0428...
2026-05-07 22:54:36,363 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0428...
2026-05-07 22:54:36,363 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,363 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,363 | INFO     | run:1253 | Processing patient LIDC-IDRI-0429...
2026-05-07 22:54:36,365 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0429...
2026-05-07 22:54:36,365 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,365 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,365 | INFO     | run:1253 | Processing patient LIDC-IDRI-0430...
2026-05-07 22:54:36,366 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0430...
2026-05-07 22:54:36,368 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,368 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,368 | INFO     | run:1253 | Processing patient LIDC-IDRI-0431...
2026-05-07 22:54:36,369 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0431...
2026-05-07 22:54:36,369 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,369 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,369 | INFO     | run:1253 | Processing patient LIDC-IDRI-0432...
2026-05-07 22:54:36,370 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0432...
2026-05-07 22:54:36,370 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,370 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,370 | INFO     | run:1253 | Processing patient LIDC-IDRI-0433...
2026-05-07 22:54:36,371 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0433...
2026-05-07 22:54:36,372 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,372 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,372 | INFO     | run:1253 | Processing patient LIDC-IDRI-0434...
2026-05-07 22:54:36,373 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0434...
2026-05-07 22:54:36,373 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,374 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,374 | INFO     | run:1253 | Processing patient LIDC-IDRI-0435...
2026-05-07 22:54:36,375 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0435...
2026-05-07 22:54:36,375 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,375 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,375 | INFO     | run:1253 | Processing patient LIDC-IDRI-0436...
2026-05-07 22:54:36,376 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0436...
2026-05-07 22:54:36,376 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,376 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,377 | INFO     | run:1253 | Processing patient LIDC-IDRI-0437...
2026-05-07 22:54:36,377 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0437...
2026-05-07 22:54:36,377 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,378 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,378 | INFO     | run:1253 | Processing patient LIDC-IDRI-0438...
2026-05-07 22:54:36,379 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0438...
2026-05-07 22:54:36,379 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,379 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,379 | INFO     | run:1253 | Processing patient LIDC-IDRI-0439...
2026-05-07 22:54:36,380 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0439...
2026-05-07 22:54:36,380 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,380 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,380 | INFO     | run:1253 | Processing patient LIDC-IDRI-0440...
2026-05-07 22:54:36,382 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0440...
2026-05-07 22:54:36,382 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,382 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,382 | INFO     | run:1253 | Processing patient LIDC-IDRI-0441...
2026-05-07 22:54:36,383 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0441...
2026-05-07 22:54:36,384 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,384 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,384 | INFO     | run:1253 | Processing patient LIDC-IDRI-0442...
2026-05-07 22:54:36,385 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0442...
2026-05-07 22:54:36,385 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,385 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0442...
2026-05-07 22:54:36,385 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,386 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,386 | INFO     | run:1253 | Processing patient LIDC-IDRI-0442...
2026-05-07 22:54:36,387 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0442...
2026-05-07 22:54:36,387 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,388 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0442...
2026-05-07 22:54:36,388 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,388 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,388 | INFO     | run:1253 | Processing patient LIDC-IDRI-0443...
2026-05-07 22:54:36,390 | INFO     | _process_scan:833 | Loading scan LIDC-IDRI-0443...
2026-05-07 22:54:36,390 | ERROR    | _process_scan:895 | Failed to process scan: DICOMReader.read_ct_series() missing 1 required positional argument: 'logger'
2026-05-07 22:54:36,391 | INFO     | run:1259 | Progress: 0/1018 patients, 0 patches extracted
2026-05-07 22:54:36,391 | INFO     | run:1253 | Processing patient LIDC-IDRI-0444...
